id,timestamp,package_name,mastery_score,time_spent_ms,additional_data,research_experiment,experiment_group,word_text,word_id
3089,1771621153,ai.elimu.kukariri,1.0,1293,,0,0,ไป,30
3090,1771621156,ai.elimu.kukariri,1.0,2885,,0,0,มา,35
3091,1771621173,ai.elimu.kukariri,1.0,16960,,0,0,มี,6
3092,1771621203,ai.elimu.kukariri,1.0,30116,,0,0,เป็น,180
3093,1771621227,ai.elimu.kukariri,0.0,23927,,0,0,อยู่,182
3094,1771621239,ai.elimu.kukariri,0.0,11172,,0,0,นก,63
3095,1771621290,ai.elimu.kukariri,0.0,6722,,0,0,พ่อ,208
3096,1771621303,ai.elimu.kukariri,0.0,13343,,0,0,หวาน,8
3097,1771621312,ai.elimu.kukariri,1.0,8838,,0,0,แพง,9
3098,1771621318,ai.elimu.kukariri,1.0,2357,,0,0,อยู่,182
3099,1774458730,ai.elimu.kukariri,1.0,1664,,0,0,ไป,30
3100,1774816857,ai.elimu.kukariri,1.0,4347,,0,0,ไป,30
3101,1775166932,ai.elimu.kukariri,1.0,54617,,0,0,ไป,30
3102,1775166970,ai.elimu.kukariri,1.0,37396,,0,0,มา,35
3103,1775166979,ai.elimu.kukariri,1.0,9316,,0,0,มี,6
3104,1775167650,ai.elimu.kukariri,1.0,18765,,0,0,เป็น,180
3105,1775167671,ai.elimu.kukariri,0.0,20985,,0,0,อยู่,182
3106,1775167708,ai.elimu.kukariri,1.0,37080,,0,0,นก,63
3107,1775167996,ai.elimu.kukariri,1.0,20634,,0,0,อยู่,182
3108,1775168000,ai.elimu.kukariri,1.0,4263,,0,0,พ่อ,208
3109,1775168020,ai.elimu.kukariri,0.0,19105,,0,0,หวาน,8
3110,1775168041,ai.elimu.kukariri,1.0,21610,,0,0,แพง,9
3111,1775168046,ai.elimu.kukariri,0.0,4433,,0,0,หวาน,8
3112,1775168049,ai.elimu.kukariri,0.0,3261,,0,0,หวาน,8
3113,1775168052,ai.elimu.kukariri,1.0,2888,,0,0,หวาน,8
3114,1776248164,ai.elimu.kukariri,1.0,10162,,0,0,ไป,30
3115,1776248167,ai.elimu.kukariri,1.0,2987,,0,0,มา,35
3116,1776248170,ai.elimu.kukariri,1.0,2859,,0,0,มี,6
3117,1776248255,ai.elimu.kukariri,1.0,85328,,0,0,เป็น,180
3118,1776248994,ai.elimu.kukariri,0.0,656,,0,0,อยู่,182
3119,1776250117,ai.elimu.kukariri,0.0,314,,0,0,อยู่,182
3120,1776250231,ai.elimu.kukariri,1.0,113608,,0,0,ดี,48
3121,1776252349,ai.elimu.kukariri,0.0,2678,,0,0,อยู่,182
3122,1776252351,ai.elimu.kukariri,1.0,1884,,0,0,ดี,48
3123,1776252356,ai.elimu.kukariri,1.0,4965,,0,0,เห็น,194
3124,1776521311,ai.elimu.kukariri,1.0,6616,,0,0,ไป,30
3125,1776521314,ai.elimu.kukariri,1.0,3308,,0,0,มา,35
3126,1776521326,ai.elimu.kukariri,1.0,12619,,0,0,มี,6
3127,1776521338,ai.elimu.kukariri,1.0,11706,,0,0,เป็น,180
3128,1776521359,ai.elimu.kukariri,0.0,21145,,0,0,อยู่,182
3129,1776521363,ai.elimu.kukariri,1.0,3275,,0,0,ดี,48
3130,1776521372,ai.elimu.kukariri,0.0,9422,,0,0,เห็น,194
3131,1776521385,ai.elimu.kukariri,0.0,12487,,0,0,ลง,82
3132,1776521418,ai.elimu.kukariri,1.0,33126,,0,0,นก,63
3133,1776521436,ai.elimu.kukariri,0.0,18531,,0,0,ทาง,64
3134,1776521452,ai.elimu.kukariri,1.0,15471,,0,0,กิน,71
3135,1776521466,ai.elimu.kukariri,1.0,14015,,0,0,พ่อ,208
3136,1776521528,ai.elimu.kukariri,0.0,11079,,0,0,อยู่,182
3137,1776521531,ai.elimu.kukariri,1.0,2996,,0,0,เห็น,194
3138,1776521536,ai.elimu.kukariri,0.0,2213,,0,0,อยู่,182
3139,1776521544,ai.elimu.kukariri,0.0,7552,,0,0,ลง,82
3140,1776521547,ai.elimu.kukariri,0.0,2993,,0,0,ทาง,64
3141,1776521564,ai.elimu.kukariri,0.0,17360,,0,0,เจอ,166
3142,1776521723,ai.elimu.kukariri,0.0,158640,,0,0,หวาน,8
3143,1776521734,ai.elimu.kukariri,0.0,11570,,0,0,กระรอก,60
3144,1776522199,ai.elimu.kukariri,1.0,186292,,0,0,แพง,9
3145,1776524070,ai.elimu.kukariri,0.0,4410,,0,0,อยู่,182
3146,1776524074,ai.elimu.kukariri,1.0,3422,,0,0,เห็น,194
3147,1776524077,ai.elimu.kukariri,1.0,2997,,0,0,ลง,82
3148,1776524080,ai.elimu.kukariri,1.0,3572,,0,0,ทาง,64
3149,1776524083,ai.elimu.kukariri,1.0,2971,,0,0,กิน,71
3150,1776524088,ai.elimu.kukariri,0.0,4103,,0,0,เจอ,166
