id,timestamp,package_name,word_text,word_id,learning_event_type,additional_data
1176,1593416206000,,pusa,9,WORD_PRESSED,
1175,1593416209000,,ito,227,WORD_PRESSED,
1174,1593416210000,,si,6,WORD_PRESSED,
1173,1593416213000,,ito,227,WORD_PRESSED,
1172,1593416214000,,si,6,WORD_PRESSED,
1171,1593416215000,,aso,7,WORD_PRESSED,
1170,1593419834000,,ang,1,WORD_PRESSED,
1169,1593419835000,,bola,363,WORD_PRESSED,
1167,1593419836000,,ay,2,WORD_PRESSED,
1168,1593419836000,,ba,94,WORD_PRESSED,
1166,1593419838000,,naku,385,WORD_PRESSED,
1165,1593419839000,,wala,225,WORD_PRESSED,
1163,1593419841000,,bola,363,WORD_PRESSED,
1164,1593419841000,,ang,1,WORD_PRESSED,
1161,1593419842000,,ay,2,WORD_PRESSED,
1162,1593419842000,,kaya,264,WORD_PRESSED,
1160,1593419843000,,ay,2,WORD_PRESSED,
1159,1593419844000,,naku,385,WORD_PRESSED,
1157,1593419845000,,rin,243,WORD_PRESSED,
1158,1593419845000,,wala,225,WORD_PRESSED,
1155,1593419848000,,ni,8,WORD_PRESSED,
1156,1593419848000,,mo,228,WORD_PRESSED,
1154,1593419850000,,mula,315,WORD_PRESSED,
1152,1593419851000,,kaniyang,145,WORD_PRESSED,
1153,1593419851000,,sa,4,WORD_PRESSED,
1151,1593420379000,,ngayon,226,WORD_PRESSED,
1150,1593420383000,,ngayon,226,WORD_PRESSED,
1148,1593420385000,,ay,2,WORD_PRESSED,
1149,1593420385000,,ako,14,WORD_PRESSED,
1147,1593420386000,,isang,10,WORD_PRESSED,
1310,1593841508000,,ayaw,426,WORD_PRESSED,
1312,1594025072000,,malaki,32,WORD_PRESSED,
1311,1594025079000,,naman,393,WORD_PRESSED,
1316,1594813625000,,mula,315,WORD_PRESSED,
1315,1594813627000,,ng,137,WORD_PRESSED,
1313,1594813628000,,ang,1,WORD_PRESSED,
1314,1594813628000,,si,6,WORD_PRESSED,
1318,1597270508000,,nang,187,WORD_PRESSED,
1317,1597270512000,,nang,187,WORD_PRESSED,
1350,1599833411000,,nang,187,WORD_PRESSED,
1349,1599833414000,,nang,187,WORD_PRESSED,
1348,1599833417000,,nang,187,WORD_PRESSED,
1430,1603229286000,,wala,225,WORD_PRESSED,
1429,1603229288000,,akong,97,WORD_PRESSED,
