id,timestamp,package_name,storybook_title,storybook_id,learning_event_type,additional_data
238,1593416202000,ai.elimu.vitabu,Si Pusa at si Aso: Nilalamig si Aso,4,STORYBOOK_OPENED,
237,1593416229000,ai.elimu.vitabu,Ano kaya kung...?,28,STORYBOOK_OPENED,
236,1593419817000,ai.elimu.vitabu,Ang Nawawalang Bola,30,STORYBOOK_OPENED,
235,1593420373000,ai.elimu.vitabu,Ano Kaya Ako Ngayon?,19,STORYBOOK_OPENED,
251,1593841505000,ai.elimu.vitabu,Isang Luntiang Araw,32,STORYBOOK_OPENED,
252,1594025067000,ai.elimu.vitabu,Hindi na Ako natatakot!,1,STORYBOOK_OPENED,
253,1594813568000,ai.elimu.vitabu,Huwag Gisingin ang Sanggol!,33,STORYBOOK_OPENED,
255,1596729162000,ai.elimu.vitabu,Hindi na Ako natatakot!,1,STORYBOOK_OPENED,
259,1597270438000,ai.elimu.vitabu,Nagpunta si Iskuwirel sa Paaralan,34,STORYBOOK_OPENED,
258,1597270505000,ai.elimu.vitabu,Nagpunta si Iskuwirel sa Paaralan,34,STORYBOOK_OPENED,
257,1597270790000,ai.elimu.vitabu,Nagpunta si Iskuwirel sa Paaralan,34,STORYBOOK_OPENED,
267,1599582799000,ai.elimu.vitabu,Hindi na Ako natatakot!,1,STORYBOOK_OPENED,
268,1599833406000,ai.elimu.vitabu,Nagpunta si Iskuwirel sa Paaralan,34,STORYBOOK_OPENED,
270,1602350223000,ai.elimu.vitabu,Hindi na Ako natatakot!,1,STORYBOOK_OPENED,
269,1602350242000,ai.elimu.vitabu,Hindi na Ako natatakot!,1,STORYBOOK_OPENED,
271,1602862887000,ai.elimu.vitabu,Ang Munting Sisiw at Bibe,16,STORYBOOK_OPENED,
276,1603229268000,ai.elimu.vitabu,Sino ang Tutulong sa Akin?,26,STORYBOOK_OPENED,
275,1603229335000,ai.elimu.vitabu,Sino ang Tutulong sa Akin?,26,STORYBOOK_OPENED,
277,1603317957000,ai.elimu.vitabu,Hindi na Ako natatakot!,1,STORYBOOK_OPENED,
280,1603835391000,ai.elimu.vitabu,Si Tuna at Ang Pulang Lumot,31,STORYBOOK_OPENED,
279,1603835393000,ai.elimu.vitabu,Si Tuna at Ang Pulang Lumot,31,STORYBOOK_OPENED,
278,1603835562000,ai.elimu.vitabu,Isang Luntiang Araw,32,STORYBOOK_OPENED,
281,1603847803000,ai.elimu.vitabu,Isang Luntiang Araw,32,STORYBOOK_OPENED,
283,1603883398000,ai.elimu.vitabu,Ang Langaw sa Kalawakan,35,STORYBOOK_OPENED,
282,1603883796000,ai.elimu.vitabu,Ang Langaw sa Kalawakan,35,STORYBOOK_OPENED,
285,1603906069000,ai.elimu.vitabu,Ang Langaw sa Kalawakan,35,STORYBOOK_OPENED,
284,1603906101000,ai.elimu.vitabu,Ang Langaw sa Kalawakan,35,STORYBOOK_OPENED,
286,1603970417000,ai.elimu.vitabu,Kaya Ko Ba o Hindi?,36,STORYBOOK_OPENED,
290,1605889233000,ai.elimu.vitabu,Si Tata at Si Toto,8,STORYBOOK_OPENED,
289,1605889859000,ai.elimu.vitabu,Si Tata at Si Toto,8,STORYBOOK_OPENED,
292,1605980688000,ai.elimu.vitabu,Si Tata at Si Toto,8,STORYBOOK_OPENED,
291,1605980717000,ai.elimu.vitabu,Ang mga Mabituing Hiling ni Palaka,20,STORYBOOK_OPENED,
294,1606122194000,ai.elimu.vitabu,Ang Aming Pamilya,2,STORYBOOK_OPENED,
293,1606122275000,ai.elimu.vitabu,Ang Batubato,9,STORYBOOK_OPENED,
