id,timestamp,package_name,additional_data,research_experiment,experiment_group,letter_sound_id
1032,1745422679,ai.elimu.herufi.debug,,,,1
1033,1745422680,ai.elimu.herufi.debug,,,,2
1034,1745422681,ai.elimu.herufi.debug,,,,4
1035,1745422682,ai.elimu.herufi.debug,,,,6
1036,1745422683,ai.elimu.herufi.debug,,,,7
1037,1746173792,ai.elimu.herufi.debug,,,,9
1038,1746173793,ai.elimu.herufi.debug,,,,10
1039,1746173892,ai.elimu.herufi.debug,,,,11
1040,1746174083,ai.elimu.herufi.debug,,,,13
1041,1746174212,ai.elimu.herufi.debug,,,,14
1042,1746174213,ai.elimu.herufi.debug,,,,15
1043,1746174415,ai.elimu.herufi.debug,,,,19
1044,1746174418,ai.elimu.herufi.debug,,,,22
1045,1746174552,ai.elimu.herufi.debug,,,,23
1046,1746174553,ai.elimu.herufi.debug,,,,24
1047,1746175421,ai.elimu.herufi.debug,,,,26
1048,1746176005,ai.elimu.herufi.debug,,,,27
1049,1746176006,ai.elimu.herufi.debug,,,,28
1050,1746176007,ai.elimu.herufi.debug,,,,29
1051,1746176008,ai.elimu.herufi.debug,,,,31
1052,1746176009,ai.elimu.herufi.debug,,,,32
1053,1746176010,ai.elimu.herufi.debug,,,,33
1054,1746176011,ai.elimu.herufi.debug,,,,34
1055,1746176013,ai.elimu.herufi.debug,,,,35
1056,1746192301,ai.elimu.herufi.debug,,,,36
1057,1746192303,ai.elimu.herufi.debug,,,,37
1058,1746342949,ai.elimu.herufi.debug,,,,38
1059,1746342950,ai.elimu.herufi.debug,,,,39
1060,1746342953,ai.elimu.herufi.debug,,,,40
1061,1746342957,ai.elimu.herufi.debug,,,,41
1062,1746342958,ai.elimu.herufi.debug,,,,42
1063,1746342960,ai.elimu.herufi.debug,,,,43
1064,1746342966,ai.elimu.herufi.debug,,,,44
1065,1746342968,ai.elimu.herufi.debug,,,,45
1066,1746343378,ai.elimu.herufi.debug,,,,46
1067,1746343379,ai.elimu.herufi.debug,,,,47
1068,1746350751,ai.elimu.herufi.debug,,,,48
1069,1746350752,ai.elimu.herufi.debug,,,,49
1070,1746350754,ai.elimu.herufi.debug,,,,50
1071,1746350757,ai.elimu.herufi.debug,,,,51
1072,1746350758,ai.elimu.herufi.debug,,,,52
1073,1746350760,ai.elimu.herufi.debug,,,,53
1074,1746350761,ai.elimu.herufi.debug,,,,54
1075,1746350763,ai.elimu.herufi.debug,,,,55
1076,1746350878,ai.elimu.herufi.debug,,,,56
1077,1746350880,ai.elimu.herufi.debug,,,,57
1078,1746350882,ai.elimu.herufi.debug,,,,58
1079,1746351131,ai.elimu.herufi.debug,,,,59
1080,1746351135,ai.elimu.herufi.debug,,,,60
1081,1746351136,ai.elimu.herufi.debug,,,,61
1082,1746351138,ai.elimu.herufi.debug,,,,62
1083,1746372747,ai.elimu.herufi.debug,,,,63
1084,1746372748,ai.elimu.herufi.debug,,,,64
1085,1746372750,ai.elimu.herufi.debug,,,,65
1086,1746373567,ai.elimu.herufi.debug,,,,66
1087,1746373876,ai.elimu.herufi.debug,,,,68
1088,1746373878,ai.elimu.herufi.debug,,,,69
1089,1746373880,ai.elimu.herufi.debug,,,,70
1090,1746373882,ai.elimu.herufi.debug,,,,71
1091,1746373883,ai.elimu.herufi.debug,,,,72
1092,1746373885,ai.elimu.herufi.debug,,,,73
1093,1746373887,ai.elimu.herufi.debug,,,,74
1094,1746373889,ai.elimu.herufi.debug,,,,75
1095,1746373891,ai.elimu.herufi.debug,,,,76
1096,1746373892,ai.elimu.herufi.debug,,,,77
1097,1746373895,ai.elimu.herufi.debug,,,,78
1098,1746374361,ai.elimu.herufi.debug,,,,79
1099,1746374362,ai.elimu.herufi.debug,,,,80
1100,1746374596,ai.elimu.herufi.debug,,,,81
1101,1746374597,ai.elimu.herufi.debug,,,,82
1102,1746424912,ai.elimu.herufi.debug,,,,83
1103,1746455408,ai.elimu.herufi.debug,,,,84
1104,1746455410,ai.elimu.herufi.debug,,,,85
1105,1746455412,ai.elimu.herufi.debug,,,,86
1106,1746455414,ai.elimu.herufi.debug,,,,87
1107,1746455416,ai.elimu.herufi.debug,,,,88
1108,1746455418,ai.elimu.herufi.debug,,,,89
1109,1746455419,ai.elimu.herufi.debug,,,,90
1110,1746455421,ai.elimu.herufi.debug,,,,91
1111,1746455424,ai.elimu.herufi.debug,,,,92
1112,1746455426,ai.elimu.herufi.debug,,,,94
1113,1747719161,ai.elimu.herufi.debug,,,,95
1114,1749568743,ai.elimu.herufi.debug,,,,96
1115,1749568858,ai.elimu.herufi.debug,,,,97
1116,1749569420,ai.elimu.herufi.debug,,,,98
1117,1749569634,ai.elimu.herufi.debug,,,,99
1118,1749569808,ai.elimu.herufi.debug,,,,100
1119,1749569959,ai.elimu.herufi.debug,,,,101
1120,1749570020,ai.elimu.herufi.debug,,,,102
1121,1749570189,ai.elimu.herufi.debug,,,,103
1122,1749605600,ai.elimu.herufi.debug,,,,104
1123,1749605823,ai.elimu.herufi.debug,,,,105
1124,1749605905,ai.elimu.herufi.debug,,,,106
1125,1749605958,ai.elimu.herufi.debug,,,,107
1126,1749606035,ai.elimu.herufi.debug,,,,108
1127,1749621166,ai.elimu.herufi.debug,,,,109
1128,1749621208,ai.elimu.herufi.debug,,,,110
1129,1749621234,ai.elimu.herufi.debug,,,,111
1130,1749621237,ai.elimu.herufi.debug,,,,112
1131,1749621344,ai.elimu.herufi.debug,,,,113
1132,1749621424,ai.elimu.herufi.debug,,,,114
1133,1749621477,ai.elimu.herufi.debug,,,,115
1134,1749621505,ai.elimu.herufi.debug,,,,116
1135,1749649521,ai.elimu.herufi.debug,,,,117
1136,1749649929,ai.elimu.herufi.debug,,,,118
1137,1749650171,ai.elimu.herufi.debug,,,,119
1138,1749650196,ai.elimu.herufi.debug,,,,120
1139,1749650204,ai.elimu.herufi.debug,,,,121
1140,1749650266,ai.elimu.herufi.debug,,,,122
1141,1749650283,ai.elimu.herufi.debug,,,,123
1142,1749650440,ai.elimu.herufi.debug,,,,124
1143,1749650449,ai.elimu.herufi.debug,,,,125
1144,1749650457,ai.elimu.herufi.debug,,,,126
1145,1749650500,ai.elimu.herufi.debug,,,,127
1146,1749650501,ai.elimu.herufi.debug,,,,128
1147,1749650502,ai.elimu.herufi.debug,,,,129
1148,1749650504,ai.elimu.herufi.debug,,,,130
1149,1749650505,ai.elimu.herufi.debug,,,,131
1150,1749650506,ai.elimu.herufi.debug,,,,132
