id,timestamp,package_name,learning_event_type,additional_data,research_experiment,experiment_group,number_value,number_symbol,number_id
6,1750259963,ai.elimu.calculator.debug,,,0,0,6,6.0,0
7,1750294691,ai.elimu.calculator.debug,,,0,0,2,,0
8,1750294695,ai.elimu.calculator.debug,,,0,0,6,,0
