id,timestamp,package_name,additional_data,research_experiment,experiment_group,storybook_title,storybook_id
446,1742290356,ai.elimu.vitabu.debug,,,,,19
445,1742290370,ai.elimu.vitabu.debug,,,,,11
444,1742290781,ai.elimu.vitabu.debug,,,,,49
449,1742367377,ai.elimu.vitabu.debug,,,,,22
448,1742373894,ai.elimu.vitabu.debug,,,,,36
447,1742373968,ai.elimu.vitabu.debug,,,,,10
497,1742468505,ai.elimu.vitabu.debug,,,,,19
496,1742468529,ai.elimu.vitabu.debug,,,,,19
495,1742470585,ai.elimu.vitabu.debug,,,,,19
494,1742470648,ai.elimu.vitabu.debug,,,,,10
493,1742470675,ai.elimu.vitabu.debug,,,,,10
492,1742470751,ai.elimu.vitabu.debug,,,,,10
491,1742470828,ai.elimu.vitabu.debug,,,,,33
490,1742470866,ai.elimu.vitabu.debug,,,,,20
500,1742536659,ai.elimu.vitabu.debug,,,,,34
499,1742536816,ai.elimu.vitabu.debug,,,,,33
498,1742540145,ai.elimu.vitabu.debug,,,,,22
451,1742985524,ai.elimu.vitabu.debug,,,,,36
450,1742985808,ai.elimu.vitabu.debug,,,,,16
452,1743092333,ai.elimu.vitabu.debug,,,,,50
458,1743586495,ai.elimu.vitabu.debug,,,,,16
457,1743587283,ai.elimu.vitabu.debug,,,,,2
456,1743587597,ai.elimu.vitabu.debug,,,,,36
455,1743590063,ai.elimu.vitabu.debug,,,,,19
454,1743595170,ai.elimu.vitabu.debug,,,,,19
453,1743596532,ai.elimu.vitabu.debug,,,,,2
461,1743674707,ai.elimu.vitabu.debug,,,,,16
460,1743695414,ai.elimu.vitabu.debug,,,,,46
459,1743696185,ai.elimu.vitabu.debug,,,,,27
462,1743766774,ai.elimu.vitabu.debug,,,,,16
466,1744279087,ai.elimu.vitabu.debug,,,,,19
465,1744280090,ai.elimu.vitabu.debug,,,,,19
464,1744280933,ai.elimu.vitabu.debug,,,,,36
463,1744281872,ai.elimu.vitabu.debug,,,,,19
467,1744364192,ai.elimu.vitabu.debug,,,,,17
472,1744790890,ai.elimu.vitabu.debug,,,,,11
471,1744792884,ai.elimu.vitabu.debug,,,,,16
