id,timestamp,package_name,learning_event_type,additional_data,research_experiment,experiment_group,video_title,video_id
1755,1749724132,ai.elimu.filamu.debug,VIDEO_OPENED,,,,test sample video,1
1756,1749724148,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,1
1757,1749724239,ai.elimu.filamu.debug,VIDEO_OPENED,,,,sample video 5 h264,5
1758,1749724250,ai.elimu.filamu.debug,VIDEO_COMPLETED,,,,sample video 5 h264,5
1759,1749724402,ai.elimu.filamu.debug,VIDEO_OPENED,,,,sample video 7 - re-encodeed,7
1760,1749724409,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,7
1761,1749725151,ai.elimu.filamu.debug,VIDEO_OPENED,,,,sample video 7 - re-encodeed,7
1762,1749725182,ai.elimu.filamu.debug,VIDEO_COMPLETED,,,,sample video 7 - re-encodeed,7
1763,1749737842,ai.elimu.filamu.debug,VIDEO_OPENED,,,,sample video 5 h264,5
1764,1749737846,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,5
1765,1749788312,ai.elimu.filamu.debug,VIDEO_OPENED,,,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1766,1749788316,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,10
1767,1749788424,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,10
1768,1749788427,ai.elimu.filamu.debug,VIDEO_OPENED,,,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1769,1749788441,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,9
1770,1749899938,ai.elimu.filamu.debug,VIDEO_OPENED,,,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1771,1749899954,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,10
1772,1749899984,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,10
1773,1749899985,ai.elimu.filamu.debug,VIDEO_OPENED,,,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1774,1749899992,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,10
1775,1749900042,ai.elimu.filamu.debug,VIDEO_COMPLETED,,,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1776,1749900048,ai.elimu.filamu.debug,VIDEO_OPENED,,,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1777,1749900058,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,9
1778,1749900065,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,7
1779,1749900068,ai.elimu.filamu.debug,VIDEO_OPENED,,,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1780,1749900099,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,9
1781,1749900104,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,9
1782,1749900106,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,9
1783,1749900112,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,10
1784,1750091702,ai.elimu.filamu.debug,VIDEO_OPENED,,,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1785,1750091724,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,10
1786,1750151411,ai.elimu.filamu.debug,VIDEO_OPENED,,,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1787,1750151430,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,9
1788,1750151443,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,9
1789,1750151444,ai.elimu.filamu.debug,VIDEO_OPENED,,,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1790,1750151469,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,10
1791,1750151472,ai.elimu.filamu.debug,VIDEO_OPENED,,,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1792,1750152808,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,9
1793,1750210660,ai.elimu.filamu.debug,VIDEO_OPENED,,,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1794,1750210668,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,,,,,9
1873,1750420475,ai.elimu.filamu.debug,VIDEO_OPENED,,0.0,1.0,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1874,1750420541,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,"{""video_playback_position_ms"":64941}",0.0,1.0,,10
1875,1750429451,ai.elimu.filamu.debug,VIDEO_OPENED,,0.0,1.0,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1876,1750429457,ai.elimu.filamu.debug,VIDEO_CLOSED_BEFORE_COMPLETION,"{""video_playback_position_ms"":5176}",0.0,1.0,,9
2275,1751273811,ai.elimu.filamu.debug,,"{""eventType"":""VIDEO_OPENED""}",0.0,1.0,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
2276,1751273819,ai.elimu.filamu.debug,,"{""eventType"":""VIDEO_CLOSED_BEFORE_COMPLETION"",""video_playback_position_ms"":6661}",0.0,1.0,,10
2361,1751618820,ai.elimu.filamu.debug,,"{""eventType"":""VIDEO_OPENED""}",0.0,1.0,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
2362,1751618824,ai.elimu.filamu.debug,,"{""eventType"":""VIDEO_CLOSED_BEFORE_COMPLETION"",""video_playback_position_ms"":2759}",0.0,1.0,,10
3093,1752829983,ai.elimu.filamu.debug,,"{""eventType"":""VIDEO_OPENED""}",0.0,1.0,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
3094,1752829987,ai.elimu.filamu.debug,,"{""eventType"":""VIDEO_CLOSED_BEFORE_COMPLETION"",""video_playback_position_ms"":2438}",0.0,1.0,,9
3095,1752829988,ai.elimu.filamu.debug,,"{""eventType"":""VIDEO_OPENED""}",0.0,1.0,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
3096,1752830000,ai.elimu.filamu.debug,,"{""eventType"":""VIDEO_CLOSED_BEFORE_COMPLETION"",""video_playback_position_ms"":11907}",0.0,1.0,,9
