id,timestamp,package_name,word_text,word_id,learning_event_type,additional_data
1144,1593329970000,,hindi,13,WORD_PRESSED,
1143,1593329973000,,naman,393,WORD_PRESSED,
1142,1593329979000,,kailangan,252,WORD_PRESSED,
1141,1593329982000,,matulog,76,WORD_PRESSED,
1140,1593329983000,,ng,137,WORD_PRESSED,
1139,1593329984000,,mga,143,WORD_PRESSED,
1138,1593329985000,,puno,15,WORD_PRESSED,
1137,1593330012000,,ang,1,WORD_PRESSED,
1136,1593330016000,,mga,143,WORD_PRESSED,
1135,1593330024000,,puno,15,WORD_PRESSED,
1134,1593330026000,,ay,2,WORD_PRESSED,
1132,1593330027000,,buong,259,WORD_PRESSED,
1133,1593330027000,,maglaro,388,WORD_PRESSED,
1131,1593330028000,,araw,26,WORD_PRESSED,
1145,1593340786000,,kuliglig,149,WORD_PRESSED,
1146,1593340786000,,walong,423,WORD_PRESSED,
1191,1593426185000,,ayaw,426,WORD_PRESSED,
1190,1593426190000,,matulog,76,WORD_PRESSED,
1189,1593426193000,,matulog,76,WORD_PRESSED,
1188,1593426194000,,ni,8,WORD_PRESSED,
1187,1593426195000,,ngayong,42,WORD_PRESSED,
1186,1593426197000,,araw,26,WORD_PRESSED,
1185,1593426198000,,nais,316,WORD_PRESSED,
1184,1593426210000,,puno,15,WORD_PRESSED,
1183,1593426212000,,hindi,13,WORD_PRESSED,
1182,1593426213000,,naman,393,WORD_PRESSED,
1181,1593426214000,,kailangan,252,WORD_PRESSED,
1180,1593426216000,,matulog,76,WORD_PRESSED,
1179,1593426217000,,ng,137,WORD_PRESSED,
1178,1593426218000,,mga,143,WORD_PRESSED,
1177,1593426219000,,puno,15,WORD_PRESSED,
1197,1593570814000,,ang,1,WORD_PRESSED,
1196,1593570816000,,ibon,19,WORD_PRESSED,
1195,1593570818000,,ay,2,WORD_PRESSED,
1194,1593570819000,,may,90,WORD_PRESSED,
1193,1593570820000,,dalawang,291,WORD_PRESSED,
1192,1593570821000,,binti,360,WORD_PRESSED,
1243,1593950784000,,malaki,32,WORD_PRESSED,
1242,1593950788000,,na,3,WORD_PRESSED,
1241,1593950792000,,ako,14,WORD_PRESSED,
1240,1593950797000,,lalabas,87,WORD_PRESSED,
1239,1593950801000,,ako,14,WORD_PRESSED,
1238,1593950802000,,ng,137,WORD_PRESSED,
1236,1593950803000,,na,3,WORD_PRESSED,
1237,1593950803000,,bahay,350,WORD_PRESSED,
1235,1593950824000,,malaki,32,WORD_PRESSED,
1234,1593950826000,,na,3,WORD_PRESSED,
1233,1593950827000,,ako,14,WORD_PRESSED,
1232,1593950829000,,lalabas,87,WORD_PRESSED,
1231,1593950831000,,ako,14,WORD_PRESSED,
1230,1593950832000,,ng,137,WORD_PRESSED,
1229,1593950834000,,bahay,350,WORD_PRESSED,
1228,1593950835000,,na,3,WORD_PRESSED,
1227,1593950838000,,ang,1,WORD_PRESSED,
1226,1593950841000,,naman,393,WORD_PRESSED,
1225,1593950843000,,may,90,WORD_PRESSED,
1224,1593950845000,,ba,94,WORD_PRESSED,
1223,1593950847000,,sino,18,WORD_PRESSED,
1222,1593950858000,,ay,2,WORD_PRESSED,
1221,1593950859000,,pusa,9,WORD_PRESSED,
1220,1593950860000,,lang,91,WORD_PRESSED,
1219,1593950862000,,pala,88,WORD_PRESSED,
1218,1593950864000,,hindi,13,WORD_PRESSED,
1217,1593950865000,,ako,14,WORD_PRESSED,
1216,1593950866000,,natatakot,34,WORD_PRESSED,
1268,1594037856000,,malaki,32,WORD_PRESSED,
1267,1594037861000,,lalabas,87,WORD_PRESSED,
1266,1594037863000,,bahay,350,WORD_PRESSED,
1265,1594037878000,,naman,393,WORD_PRESSED,
1264,1594037881000,,may,90,WORD_PRESSED,
1263,1594037884000,,sino,18,WORD_PRESSED,
1262,1594037892000,,pusa,9,WORD_PRESSED,
1261,1594037893000,,pala,88,WORD_PRESSED,
1260,1594037898000,,hindi,13,WORD_PRESSED,
1259,1594037899000,,natatakot,34,WORD_PRESSED,
1258,1594037911000,,doon,223,WORD_PRESSED,
1257,1594037913000,,kaya,264,WORD_PRESSED,
