id,timestamp,package_name,additional_data,research_experiment,experiment_group,letter_sound_id
38738,1746883756,ai.elimu.herufi,,,,1
38768,1750421913,ai.elimu.herufi,,0.0,0.0,1
38769,1750421914,ai.elimu.herufi,,0.0,0.0,2
38770,1750421930,ai.elimu.herufi,,0.0,0.0,3
38771,1750421931,ai.elimu.herufi,,0.0,0.0,4
38781,1751272912,ai.elimu.herufi,,0.0,0.0,1
38782,1751272928,ai.elimu.herufi,,0.0,0.0,2
38783,1751272936,ai.elimu.herufi,,0.0,0.0,3
38784,1751353751,ai.elimu.herufi,,0.0,0.0,4
38785,1751353753,ai.elimu.herufi,,0.0,0.0,5
38789,1752830982,ai.elimu.herufi,,0.0,0.0,6
