id,timestamp,package_name,learning_event_type,additional_data,research_experiment,experiment_group,video_title,video_id
1391,1749516039,ai.elimu.filamu,VIDEO_OPENED,,,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1392,1749516054,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 47756},,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1393,1749516143,ai.elimu.filamu,VIDEO_OPENED,,,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1394,1749516174,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 18848},,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1395,1749516189,ai.elimu.filamu,VIDEO_OPENED,,,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1396,1749516248,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 12240},,,ฝึกเขียน ฝึกอ่านพยัญชนะภาษาไทย,10
1397,1749516274,ai.elimu.filamu,VIDEO_OPENED,,,,test sample video,1
1398,1749516303,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 4867},,,test sample video,1
1399,1749516343,ai.elimu.filamu,VIDEO_OPENED,,,,sample video 5 h264,5
1400,1749516391,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 46100},,,sample video 5 h264,5
1401,1749516456,ai.elimu.filamu,VIDEO_OPENED,,,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1402,1749516512,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 3369},,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1403,1749516595,ai.elimu.filamu,VIDEO_OPENED,,,,test sample video,1
1404,1749516613,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 51339},,,test sample video,1
1405,1749516684,ai.elimu.filamu,VIDEO_OPENED,,,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1406,1749516687,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 15323},,,เพลง นับเลข 1-10 ｜ เพลงเด็กอนุบาล ｜ นับเล,9
1407,1749516802,ai.elimu.filamu,VIDEO_OPENED,,,,test sample video,1
1408,1749516840,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 34900},,,test sample video,1
1409,1749516901,ai.elimu.filamu,VIDEO_OPENED,,,,sample video 7 - re-encodeed,7
1410,1749516927,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 27274},,,sample video 7 - re-encodeed,7
1411,1749602586,ai.elimu.filamu,VIDEO_OPENED,,,,sample video 5 h264,5
1412,1749602597,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 32653},,,sample video 5 h264,5
1413,1749602707,ai.elimu.filamu,VIDEO_OPENED,,,,sample video 5 h264,5
1414,1749602759,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 31552},,,sample video 5 h264,5
1415,1749602827,ai.elimu.filamu,VIDEO_OPENED,,,,sample video 5 h264,5
1416,1749602841,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 30337},,,sample video 5 h264,5
1417,1749602912,ai.elimu.filamu,VIDEO_OPENED,,,,sample video 7 - re-encodeed,7
1418,1749602949,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 5270},,,sample video 7 - re-encodeed,7
1419,1749602977,ai.elimu.filamu,VIDEO_OPENED,,,,test sample video,1
