id,timestamp,package_name,letter_sound_id,additional_data
2,1747701947000,ai.elimu.herufi,1,
4,1747701947000,ai.elimu.herufi,1,
6,1747701947000,ai.elimu.herufi,1,
8,1747701947000,ai.elimu.herufi,1,
10,1747701947000,ai.elimu.herufi,1,
160,1747701947000,ai.elimu.herufi,1,
162,1747701947000,ai.elimu.herufi,1,
164,1747701947000,ai.elimu.herufi,1,
166,1747701947000,ai.elimu.herufi,1,
168,1747701947000,ai.elimu.herufi,1,
318,1747701947000,ai.elimu.herufi,1,
320,1747701947000,ai.elimu.herufi,1,
322,1747701947000,ai.elimu.herufi,1,
324,1747701947000,ai.elimu.herufi,1,
326,1747701947000,ai.elimu.herufi,1,
476,1747701947000,ai.elimu.herufi,1,
478,1747701947000,ai.elimu.herufi,1,
480,1747701947000,ai.elimu.herufi,1,
482,1747701947000,ai.elimu.herufi,1,
484,1747701947000,ai.elimu.herufi,1,
634,1747701947000,ai.elimu.herufi,1,
636,1747701947000,ai.elimu.herufi,1,
638,1747701947000,ai.elimu.herufi,1,
640,1747701947000,ai.elimu.herufi,1,
642,1747701947000,ai.elimu.herufi,1,
792,1747701947000,ai.elimu.herufi,1,
794,1747701947000,ai.elimu.herufi,1,
796,1747701947000,ai.elimu.herufi,1,
798,1747701947000,ai.elimu.herufi,1,
800,1747701947000,ai.elimu.herufi,1,
950,1747701947000,ai.elimu.herufi,1,
952,1747701947000,ai.elimu.herufi,1,
954,1747701947000,ai.elimu.herufi,1,
956,1747701947000,ai.elimu.herufi,1,
958,1747701947000,ai.elimu.herufi,1,
1108,1747701947000,ai.elimu.herufi,1,
1110,1747701947000,ai.elimu.herufi,1,
1112,1747701947000,ai.elimu.herufi,1,
1114,1747701947000,ai.elimu.herufi,1,
1116,1747701947000,ai.elimu.herufi,1,
1266,1747701947000,ai.elimu.herufi,1,
1268,1747701947000,ai.elimu.herufi,1,
1270,1747701947000,ai.elimu.herufi,1,
1272,1747701947000,ai.elimu.herufi,1,
1274,1747701947000,ai.elimu.herufi,1,
1424,1747701947000,ai.elimu.herufi,1,
1426,1747701947000,ai.elimu.herufi,1,
1428,1747701947000,ai.elimu.herufi,1,
1430,1747701947000,ai.elimu.herufi,1,
1432,1747701947000,ai.elimu.herufi,1,
1582,1747701947000,ai.elimu.herufi,1,
1584,1747701947000,ai.elimu.herufi,1,
1586,1747701947000,ai.elimu.herufi,1,
1588,1747701947000,ai.elimu.herufi,1,
1590,1747701947000,ai.elimu.herufi,1,
1740,1747701947000,ai.elimu.herufi,1,
1742,1747701947000,ai.elimu.herufi,1,
1744,1747701947000,ai.elimu.herufi,1,
1746,1747701947000,ai.elimu.herufi,1,
1748,1747701947000,ai.elimu.herufi,1,
1898,1747701947000,ai.elimu.herufi,1,
1900,1747701947000,ai.elimu.herufi,1,
1902,1747701947000,ai.elimu.herufi,1,
1904,1747701947000,ai.elimu.herufi,1,
1906,1747701947000,ai.elimu.herufi,1,
2056,1747701947000,ai.elimu.herufi,1,
2058,1747701947000,ai.elimu.herufi,1,
2060,1747701947000,ai.elimu.herufi,1,
2062,1747701947000,ai.elimu.herufi,1,
2064,1747701947000,ai.elimu.herufi,1,
2214,1747701947000,ai.elimu.herufi,1,
2216,1747701947000,ai.elimu.herufi,1,
2218,1747701947000,ai.elimu.herufi,1,
2220,1747701947000,ai.elimu.herufi,1,
2222,1747701947000,ai.elimu.herufi,1,
2372,1747701947000,ai.elimu.herufi,1,
2374,1747701947000,ai.elimu.herufi,1,
2376,1747701947000,ai.elimu.herufi,1,
2378,1747701947000,ai.elimu.herufi,1,
2380,1747701947000,ai.elimu.herufi,1,
2530,1747701947000,ai.elimu.herufi,1,
2532,1747701947000,ai.elimu.herufi,1,
2534,1747701947000,ai.elimu.herufi,1,
2536,1747701947000,ai.elimu.herufi,1,
2538,1747701947000,ai.elimu.herufi,1,
