id,timestamp,package_name,mastery_score,time_spent_ms,additional_data,word_text,word_id
20438,1749610038,ai.elimu.kukariri.debug,0.0,3328,,day,391
20439,1749610039,ai.elimu.kukariri.debug,0.0,886,,look,40
20440,1749610040,ai.elimu.kukariri.debug,0.0,277,,big,24
20441,1749610041,ai.elimu.kukariri.debug,0.0,145,,big,24
20442,1749610042,ai.elimu.kukariri.debug,0.0,1102,,day,391
20443,1749610043,ai.elimu.kukariri.debug,0.0,1024,,look,40
20444,1749610044,ai.elimu.kukariri.debug,0.0,161,,big,24
20445,1749610045,ai.elimu.kukariri.debug,0.0,979,,day,391
20446,1749610046,ai.elimu.kukariri.debug,0.0,195,,day,391
20447,1749610047,ai.elimu.kukariri.debug,0.0,179,,big,24
20448,1749610048,ai.elimu.kukariri.debug,0.0,1028,,day,391
20449,1749610049,ai.elimu.kukariri.debug,0.0,966,,big,24
20450,1749610050,ai.elimu.kukariri.debug,0.0,177,,look,40
20451,1749610051,ai.elimu.kukariri.debug,0.0,929,,big,24
20452,1749610052,ai.elimu.kukariri.debug,0.0,229,,look,40
20453,1749610053,ai.elimu.kukariri.debug,0.0,213,,day,391
20454,1749610054,ai.elimu.kukariri.debug,0.0,180,,day,391
20455,1749610055,ai.elimu.kukariri.debug,0.0,1108,,big,24
20456,1749610056,ai.elimu.kukariri.debug,0.0,139,,day,391
20457,1749610057,ai.elimu.kukariri.debug,1.0,1055,,day,391
20458,1749610058,ai.elimu.kukariri.debug,1.0,202,,big,24
20514,1749788191,ai.elimu.kukariri.debug,0.0,1787,,day,391
20515,1749788192,ai.elimu.kukariri.debug,0.0,255,,day,391
20516,1749788193,ai.elimu.kukariri.debug,0.0,145,,day,391
20517,1749788194,ai.elimu.kukariri.debug,1.0,1012,,big,24
20518,1749788195,ai.elimu.kukariri.debug,1.0,110,,look,40
