id,timestamp,package_name,mastery_score,time_spent_ms,additional_data,research_experiment,experiment_group,word_text,word_id
87046,1744881150,ai.elimu.kukariri.debug,0.0,5161,,,,तरह,29
87047,1744881152,ai.elimu.kukariri.debug,1.0,1454,,,,पूरी,81
87048,1744881156,ai.elimu.kukariri.debug,0.0,4219,,,,बात,159
87049,1744881160,ai.elimu.kukariri.debug,0.0,3664,,,,अम्मा,166
87050,1744881162,ai.elimu.kukariri.debug,1.0,1587,,,,पेड़,238
87051,1745935123,ai.elimu.kukariri.debug,0.0,19544,,,,हूँ,53
87052,1745935147,ai.elimu.kukariri.debug,1.0,23465,,,,यह,115
87053,1745935150,ai.elimu.kukariri.debug,1.0,3143,,,,तरह,29
87054,1746024729,ai.elimu.kukariri.debug,1.0,94810,,,,हूँ,53
87055,1746024738,ai.elimu.kukariri.debug,1.0,9220,,,,तरह,29
87056,1746024743,ai.elimu.kukariri.debug,1.0,5129,,,,पूरी,81
87057,1746024753,ai.elimu.kukariri.debug,0.0,9422,,,,बात,159
87058,1746024761,ai.elimu.kukariri.debug,1.0,7664,,,,अम्मा,166
87059,1746025571,ai.elimu.kukariri.debug,1.0,461026,,,,बात,159
87060,1748962308,ai.elimu.kukariri.debug,1.0,3044,,,,हूँ,53
87061,1748962311,ai.elimu.kukariri.debug,1.0,3016,,,,यह,115
87062,1748962313,ai.elimu.kukariri.debug,0.0,2125,,,,तरह,29
87063,1748962315,ai.elimu.kukariri.debug,1.0,1827,,,,पूरी,81
87064,1748962316,ai.elimu.kukariri.debug,0.0,1605,,,,बात,159
87065,1748962318,ai.elimu.kukariri.debug,1.0,1495,,,,अम्मा,166
87066,1748962319,ai.elimu.kukariri.debug,0.0,1320,,,,पेड़,238
87067,1749023572,ai.elimu.kukariri.debug,1.0,2563,,,,हूँ,53
87068,1749023575,ai.elimu.kukariri.debug,1.0,3444,,,,तरह,29
87069,1749023577,ai.elimu.kukariri.debug,0.0,1600,,,,पूरी,81
87070,1749023578,ai.elimu.kukariri.debug,1.0,1516,,,,बात,159
87071,1749023580,ai.elimu.kukariri.debug,0.0,1409,,,,अम्मा,166
87072,1749023581,ai.elimu.kukariri.debug,1.0,1087,,,,पेड़,238
87073,1750429592,ai.elimu.kukariri.debug,0.0,1738,,0.0,0.0,पूछा,82
87074,1750429594,ai.elimu.kukariri.debug,1.0,1491,,0.0,0.0,अज्जी,402
87075,1750429597,ai.elimu.kukariri.debug,1.0,2963,,0.0,0.0,पूछा,82
87076,1750678452,ai.elimu.kukariri.debug,1.0,60332,,0.0,0.0,पूछा,82
87077,1750678496,ai.elimu.kukariri.debug,1.0,43632,,0.0,0.0,अज्जी,402
87078,1750678498,ai.elimu.kukariri.debug,0.0,2141,,0.0,0.0,राजा,36
