id,timestamp,package_name,letter_sound_id,additional_data
1,1745672727000,ai.elimu.herufi.debug,1,
159,1745672727000,ai.elimu.herufi.debug,1,
317,1745672727000,ai.elimu.herufi.debug,1,
475,1745672727000,ai.elimu.herufi.debug,1,
633,1745672727000,ai.elimu.herufi.debug,1,
791,1745672727000,ai.elimu.herufi.debug,1,
949,1745672727000,ai.elimu.herufi.debug,1,
1107,1745672727000,ai.elimu.herufi.debug,1,
1265,1745672727000,ai.elimu.herufi.debug,1,
1423,1745672727000,ai.elimu.herufi.debug,1,
1581,1745672727000,ai.elimu.herufi.debug,1,
1739,1745672727000,ai.elimu.herufi.debug,1,
1897,1745672727000,ai.elimu.herufi.debug,1,
2055,1745672727000,ai.elimu.herufi.debug,1,
2213,1745672727000,ai.elimu.herufi.debug,1,
2371,1745672727000,ai.elimu.herufi.debug,1,
2529,1745672727000,ai.elimu.herufi.debug,1,
2687,1745672727000,ai.elimu.herufi.debug,1,
2845,1745672727000,ai.elimu.herufi.debug,1,
3003,1745672727000,ai.elimu.herufi.debug,1,
3161,1745672727000,ai.elimu.herufi.debug,1,
3319,1745672727000,ai.elimu.herufi.debug,1,
3477,1745672727000,ai.elimu.herufi.debug,1,
3635,1745672727000,ai.elimu.herufi.debug,1,
3798,1745672727000,ai.elimu.herufi.debug,1,
3961,1745672727000,ai.elimu.herufi.debug,1,
4124,1745672727000,ai.elimu.herufi.debug,1,
4287,1745672727000,ai.elimu.herufi.debug,1,
4450,1745672727000,ai.elimu.herufi.debug,1,
4613,1745672727000,ai.elimu.herufi.debug,1,
4822,1745672727000,ai.elimu.herufi.debug,1,
5031,1745672727000,ai.elimu.herufi.debug,1,
5242,1745672727000,ai.elimu.herufi.debug,1,
5453,1745672727000,ai.elimu.herufi.debug,1,
5664,1745672727000,ai.elimu.herufi.debug,1,
5875,1745672727000,ai.elimu.herufi.debug,1,
6086,1745672727000,ai.elimu.herufi.debug,1,
6297,1745672727000,ai.elimu.herufi.debug,1,
6508,1745672727000,ai.elimu.herufi.debug,1,
6719,1745672727000,ai.elimu.herufi.debug,1,
6930,1745672727000,ai.elimu.herufi.debug,1,
7141,1745672727000,ai.elimu.herufi.debug,1,
7352,1745672727000,ai.elimu.herufi.debug,1,
7563,1745672727000,ai.elimu.herufi.debug,1,
7774,1745672727000,ai.elimu.herufi.debug,1,
7985,1745672727000,ai.elimu.herufi.debug,1,
8196,1745672727000,ai.elimu.herufi.debug,1,
8407,1745672727000,ai.elimu.herufi.debug,1,
8618,1745672727000,ai.elimu.herufi.debug,1,
8829,1745672727000,ai.elimu.herufi.debug,1,
9040,1745672727000,ai.elimu.herufi.debug,1,
9251,1745672727000,ai.elimu.herufi.debug,1,
9462,1745672727000,ai.elimu.herufi.debug,1,
9673,1745672727000,ai.elimu.herufi.debug,1,
9884,1745672727000,ai.elimu.herufi.debug,1,
10095,1745672727000,ai.elimu.herufi.debug,1,
10306,1745672727000,ai.elimu.herufi.debug,1,
10517,1745672727000,ai.elimu.herufi.debug,1,
10728,1745672727000,ai.elimu.herufi.debug,1,
10939,1745672727000,ai.elimu.herufi.debug,1,
11150,1745672727000,ai.elimu.herufi.debug,1,
11361,1745672727000,ai.elimu.herufi.debug,1,
11572,1745672727000,ai.elimu.herufi.debug,1,
11783,1745672727000,ai.elimu.herufi.debug,1,
11994,1745672727000,ai.elimu.herufi.debug,1,
12205,1745672727000,ai.elimu.herufi.debug,1,
12416,1745672727000,ai.elimu.herufi.debug,1,
12627,1745672727000,ai.elimu.herufi.debug,1,
12838,1745672727000,ai.elimu.herufi.debug,1,
13049,1745672727000,ai.elimu.herufi.debug,1,
13260,1745672727000,ai.elimu.herufi.debug,1,
13508,1745672727000,ai.elimu.herufi.debug,1,
13756,1745672727000,ai.elimu.herufi.debug,1,
14004,1745672727000,ai.elimu.herufi.debug,1,
14252,1745672727000,ai.elimu.herufi.debug,1,
14500,1745672727000,ai.elimu.herufi.debug,1,
14748,1745672727000,ai.elimu.herufi.debug,1,
14996,1745672727000,ai.elimu.herufi.debug,1,
15244,1745672727000,ai.elimu.herufi.debug,1,
15492,1745672727000,ai.elimu.herufi.debug,1,
15740,1745672727000,ai.elimu.herufi.debug,1,
15988,1745672727000,ai.elimu.herufi.debug,1,
16236,1745672727000,ai.elimu.herufi.debug,1,
16484,1745672727000,ai.elimu.herufi.debug,1,
16732,1745672727000,ai.elimu.herufi.debug,1,
16980,1745672727000,ai.elimu.herufi.debug,1,
17228,1745672727000,ai.elimu.herufi.debug,1,
