id,timestamp,package_name,additional_data,research_experiment,experiment_group,word_text,word_id
44785,1771589473,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,father,104
44786,1771589475,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,one,2
44787,1771589476,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,to,51
44788,1771589478,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,he,123
44789,1771589479,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,one,2
44790,1771589480,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,and,22
44791,1771589482,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,with,156
44792,1771589514,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,stars,707
44793,1771589605,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,the,50
44794,1771589606,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,was,149
44795,1771589607,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,a,21
44796,1771589609,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,all,108
44797,1771589610,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,she,139
44798,1771589613,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,and,22
44799,1771589615,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,the,50
44800,1771589616,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,was,149
44801,1771589617,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,to,51
44802,1771589619,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,with,156
44803,1771589622,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,mother,105
44804,1771589623,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,one,2
44805,1771589624,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,day,391
44806,1771590855,ai.elimu.maneno.debug,"{""spokenText"":""the""}",0,0,the,50
44807,1771590866,ai.elimu.maneno.debug,"{""spokenText"":""and""}",0,0,and,22
44808,1771590880,ai.elimu.maneno.debug,"{""spokenText"":""she""}",0,0,she,139
44809,1771590898,ai.elimu.maneno.debug,"{""spokenText"":""you""}",0,0,you,56
44810,1771590934,ai.elimu.maneno.debug,"{""spokenText"":""was""}",0,0,was,149
44811,1771590947,ai.elimu.maneno.debug,"{""spokenText"":""his""}",0,0,his,708
44812,1771590992,ai.elimu.maneno.debug,"{""spokenText"":""are""}",0,0,are,110
44813,1771592006,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,and,22
44814,1771592007,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,stars,707
44815,1771592008,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,in,35
44816,1771592009,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,the,50
44817,1771592011,ai.elimu.vitabu.debug,"{""eventType"":""WORD_PRESSED""}",0,0,star,710
44818,1771596641,ai.elimu.maneno.debug,"{""spokenText"":""the""}",0,0,the,50
44819,1771602639,ai.elimu.maneno.debug,"{""spokenText"":""the""}",0,0,the,50
44820,1771602688,ai.elimu.maneno.debug,"{""spokenText"":""and""}",0,0,and,22
44821,1771602705,ai.elimu.maneno.debug,"{""spokenText"":""she""}",0,0,she,139
