id,timestamp,android_id,package_name,word_id,word_text,learning_event_type,additional_data
344,1624130318000,f94a***b8d2,,161,पहले,WORD_PRESSED,
345,1624130317000,f94a***b8d2,,89,बेटा,WORD_PRESSED,
346,1624130316000,f94a***b8d2,,34,नहीं,WORD_PRESSED,
347,1624130315000,f94a***b8d2,,14,अभी,WORD_PRESSED,
348,1624130314000,f94a***b8d2,,22,के,WORD_PRESSED,
349,1624130312000,f94a***b8d2,,128,साथ,WORD_PRESSED,
350,1624130311000,f94a***b8d2,,150,अपने,WORD_PRESSED,
351,1624130310000,f94a***b8d2,,4,क्या,WORD_PRESSED,
352,1624130308000,f94a***b8d2,,82,पूछा,WORD_PRESSED,
353,1624130306000,f94a***b8d2,,83,मैंने,WORD_PRESSED,
354,1624130299000,f94a***b8d2,,150,अपने,WORD_PRESSED,
355,1624130289000,f94a***b8d2,,83,मैंने,WORD_PRESSED,
356,1624130240000,f94a***b8d2,,299,कीड़े,WORD_PRESSED,
357,1624130236000,f94a***b8d2,,299,कीड़े,WORD_PRESSED,
358,1624130235000,f94a***b8d2,,297,लाल,WORD_PRESSED,
359,1624130228000,f94a***b8d2,,299,कीड़े,WORD_PRESSED,
360,1624130221000,f94a***b8d2,,180,वाले,WORD_PRESSED,
361,1629290158000,f94a***b8d2,,15,खा,WORD_PRESSED,
362,1629290157000,f94a***b8d2,,87,लूँ,WORD_PRESSED,
363,1629290154000,f94a***b8d2,,17,कुछ,WORD_PRESSED,
364,1629290153000,f94a***b8d2,,33,मैं,WORD_PRESSED,
365,1629290151000,f94a***b8d2,,4,क्या,WORD_PRESSED,
366,1629290150000,f94a***b8d2,,1,से,WORD_PRESSED,
367,1629290149000,f94a***b8d2,,1,से,WORD_PRESSED,
368,1629290147000,f94a***b8d2,,83,मैंने,WORD_PRESSED,
369,1629721624000,f94a***b8d2,,200,वो,WORD_PRESSED,
370,1629721622000,f94a***b8d2,,172,गए,WORD_PRESSED,
371,1629721620000,f94a***b8d2,,200,वो,WORD_PRESSED,
372,1629721614000,f94a***b8d2,,11,एक,WORD_PRESSED,
373,1629721612000,f94a***b8d2,,11,एक,WORD_PRESSED,
374,1629721609000,f94a***b8d2,,11,एक,WORD_PRESSED,
375,1629721608000,f94a***b8d2,,131,ऊपर,WORD_PRESSED,
376,1629721607000,f94a***b8d2,,22,के,WORD_PRESSED,
377,1629721605000,f94a***b8d2,,11,एक,WORD_PRESSED,
378,1629721604000,f94a***b8d2,,1,से,WORD_PRESSED,
379,1629721603000,f94a***b8d2,,142,फिर,WORD_PRESSED,
380,1629721600000,f94a***b8d2,,19,और,WORD_PRESSED,
381,1629721599000,f94a***b8d2,,67,को,WORD_PRESSED,
382,1629721597000,f94a***b8d2,,2,ने,WORD_PRESSED,
383,1629721545000,f94a***b8d2,,26,है,WORD_PRESSED,
384,1629721543000,f94a***b8d2,,202,वाली,WORD_PRESSED,
385,1629721540000,f94a***b8d2,,79,घर,WORD_PRESSED,
386,1629721537000,f94a***b8d2,,79,घर,WORD_PRESSED,
387,1629721535000,f94a***b8d2,,239,सा,WORD_PRESSED,
388,1629721534000,f94a***b8d2,,11,एक,WORD_PRESSED,
389,1629721532000,f94a***b8d2,,195,आज,WORD_PRESSED,
390,1629721491000,f94a***b8d2,,11,एक,WORD_PRESSED,
391,1629721485000,f94a***b8d2,,195,आज,WORD_PRESSED,
392,1630075752000,f94a***b8d2,,86,रुकना,WORD_PRESSED,
393,1630074326000,f94a***b8d2,,303,मिल,WORD_PRESSED,
394,1630074323000,f94a***b8d2,,303,मिल,WORD_PRESSED,
395,1629722222000,467a***4f82,,268,बड़ा,WORD_PRESSED,
396,1629722219000,467a***4f82,,268,बड़ा,WORD_PRESSED,
397,1629722217000,467a***4f82,,19,और,WORD_PRESSED,
398,1629722214000,467a***4f82,,79,घर,WORD_PRESSED,
399,1629722212000,467a***4f82,,79,घर,WORD_PRESSED,
400,1629722210000,467a***4f82,,232,मेरा,WORD_PRESSED,
401,1629722208000,467a***4f82,,2,ने,WORD_PRESSED,
402,1629722204000,467a***4f82,,3,कहा,WORD_PRESSED,
403,1632391561000,467a***4f82,,4,क्या,WORD_PRESSED,
404,1642773416000,f94a***b8d2,,195,आज,WORD_PRESSED,
405,1642773412000,f94a***b8d2,,195,आज,WORD_PRESSED,
406,1648616316000,f3b1***8ae8,ai.elimu.vitabu,79,घर,WORD_PRESSED,
