id,timestamp,package_name,storybook_title,storybook_id,learning_event_type,additional_data
192,1593337850000,ai.elimu.vitabu,"अभी नहीं, अभी नहीं!",1,STORYBOOK_OPENED,
191,1593337895000,ai.elimu.vitabu,उड़ने वाला ऑटो,15,STORYBOOK_OPENED,
190,1593337900000,ai.elimu.vitabu,"अभी नहीं, अभी नहीं!",1,STORYBOOK_OPENED,
189,1593337905000,ai.elimu.vitabu,रिमझिम बरसे बादल,10,STORYBOOK_OPENED,
188,1593338164000,ai.elimu.vitabu,राजू की पहली हवाई-यात्रा,41,STORYBOOK_OPENED,
187,1593338196000,ai.elimu.vitabu,हमारे मित्र कौन है?,38,STORYBOOK_OPENED,
195,1593526240000,ai.elimu.vitabu,राजू की पहली हवाई-यात्रा,41,STORYBOOK_OPENED,
194,1593526257000,ai.elimu.vitabu,सूरज का दोस्त कौन ?,40,STORYBOOK_OPENED,
193,1593526278000,ai.elimu.vitabu,बंटी और उसके गाते हुए पक्षी,39,STORYBOOK_OPENED,
196,1593919393000,ai.elimu.vitabu,उड़ने वाला ऑटो,15,STORYBOOK_OPENED,
201,1599581599000,ai.elimu.vitabu,"अभी नहीं, अभी नहीं!",1,STORYBOOK_OPENED,
200,1599582466000,ai.elimu.vitabu,आलू-मालू-कालू,2,STORYBOOK_OPENED,
199,1599582905000,ai.elimu.vitabu,बनबिलाव! बनबिलाव!,5,STORYBOOK_OPENED,
202,1602350226000,ai.elimu.vitabu,"अभी नहीं, अभी नहीं!",1,STORYBOOK_OPENED,
203,1603749678000,ai.elimu.vitabu,कुत्ते के अंडे,61,STORYBOOK_OPENED,
208,1603896889000,ai.elimu.vitabu,रमाइलो दिन,62,STORYBOOK_OPENED,
207,1603897578000,ai.elimu.vitabu,रमाइलो दिन,62,STORYBOOK_OPENED,
206,1603899537000,ai.elimu.vitabu,रमाइलो दिन,62,STORYBOOK_OPENED,
205,1603899555000,ai.elimu.vitabu,रमाइलो दिन,62,STORYBOOK_OPENED,
204,1603900046000,ai.elimu.vitabu,गप्पू नाच नहीं सकती,11,STORYBOOK_OPENED,
209,1606061122000,ai.elimu.vitabu,"आज, मैं हूँ...",29,STORYBOOK_OPENED,
212,1606683792000,ai.elimu.vitabu,अद्भुत कीड़े,37,STORYBOOK_OPENED,
211,1606683798000,ai.elimu.vitabu,"अभी नहीं, अभी नहीं!",1,STORYBOOK_OPENED,
210,1606683808000,ai.elimu.vitabu,आलू-मालू-कालू,2,STORYBOOK_OPENED,
225,1607940270000,ai.elimu.vitabu,"आज, मैं हूँ...",29,STORYBOOK_OPENED,
224,1607940339000,ai.elimu.vitabu,गप्पू नाच नहीं सकती,11,STORYBOOK_OPENED,
223,1607940370000,ai.elimu.vitabu,एक सौ सैंतीसवाँ पैर,53,STORYBOOK_OPENED,
222,1607940383000,ai.elimu.vitabu,उड़ने वाला ऑटो,15,STORYBOOK_OPENED,
221,1607940404000,ai.elimu.vitabu,राजू की पहली हवाई-यात्रा,41,STORYBOOK_OPENED,
