id,timestamp,package_name,word_text,word_id,learning_event_type,additional_data
265,1593526247000,,बहुत,60,WORD_PRESSED,
264,1593526262000,,वो,200,WORD_PRESSED,
273,1593919425000,,था,9,WORD_PRESSED,
271,1593919427000,,हाथी,47,WORD_PRESSED,
272,1593919427000,,जैसे,18,WORD_PRESSED,
270,1593919428000,,के,22,WORD_PRESSED,
269,1593919429000,,की,52,WORD_PRESSED,
267,1593919430000,,तरह,29,WORD_PRESSED,
268,1593919430000,,या,149,WORD_PRESSED,
266,1593919431000,,में,78,WORD_PRESSED,
279,1603749681000,,एक,11,WORD_PRESSED,
278,1603749685000,,ने,2,WORD_PRESSED,
277,1603749686000,,चार,16,WORD_PRESSED,
281,1603897582000,,दिन,162,WORD_PRESSED,
280,1603900143000,,तक,143,WORD_PRESSED,
325,1607940274000,,आज,195,WORD_PRESSED,
324,1607940276000,,मैं,33,WORD_PRESSED,
323,1607940278000,,एक,11,WORD_PRESSED,
322,1607940297000,,हूँ,53,WORD_PRESSED,
321,1607940300000,,सकती,225,WORD_PRESSED,
320,1607940303000,,लगा,203,WORD_PRESSED,
319,1607940305000,,पर,20,WORD_PRESSED,
318,1607940307000,,आज,195,WORD_PRESSED,
317,1607940308000,,मैं,33,WORD_PRESSED,
316,1607940309000,,हूँ,53,WORD_PRESSED,
315,1607940310000,,एक,11,WORD_PRESSED,
314,1607940311000,,एक,11,WORD_PRESSED,
313,1607940312000,,एक,11,WORD_PRESSED,
312,1607940315000,,अरे,247,WORD_PRESSED,
311,1607940317000,,के,22,WORD_PRESSED,
310,1607940318000,,मेरे,145,WORD_PRESSED,
309,1607940320000,,और,19,WORD_PRESSED,
308,1607940322000,,हैं,68,WORD_PRESSED,
307,1607940324000,,आज,195,WORD_PRESSED,
306,1607940326000,,मैं,33,WORD_PRESSED,
305,1607940327000,,हूँ,53,WORD_PRESSED,
304,1607940328000,,एक,11,WORD_PRESSED,
303,1607940462000,,जैसे,18,WORD_PRESSED,
302,1607940473000,,जैसे,18,WORD_PRESSED,
301,1607940476000,,जैसे,18,WORD_PRESSED,
300,1607940479000,,और,19,WORD_PRESSED,
299,1607940480000,,जैसे,18,WORD_PRESSED,
298,1607940485000,,ही,114,WORD_PRESSED,
297,1607940487000,,सब,173,WORD_PRESSED,
296,1607940488000,,पर,20,WORD_PRESSED,
295,1607940501000,,वाली,202,WORD_PRESSED,
294,1607940502000,,है,26,WORD_PRESSED,
293,1607940503000,,एक,11,WORD_PRESSED,
292,1607940504000,,आज,195,WORD_PRESSED,
291,1607940505000,,सा,239,WORD_PRESSED,
290,1607940506000,,घर,79,WORD_PRESSED,
289,1607940509000,,घर,79,WORD_PRESSED,
288,1607940515000,,घर,79,WORD_PRESSED,
287,1607940534000,,का,73,WORD_PRESSED,
286,1607940535000,,था,9,WORD_PRESSED,
285,1607940538000,,वो,200,WORD_PRESSED,
284,1607940541000,,वो,200,WORD_PRESSED,
283,1607940559000,,में,78,WORD_PRESSED,
282,1607940563000,,में,78,WORD_PRESSED,
326,1617200393000,,आज,195,WORD_PRESSED,
360,1624130221000,,वाले,180,WORD_PRESSED,
359,1624130228000,,कीड़े,299,WORD_PRESSED,
358,1624130235000,,लाल,297,WORD_PRESSED,
357,1624130236000,,कीड़े,299,WORD_PRESSED,
356,1624130240000,,कीड़े,299,WORD_PRESSED,
355,1624130289000,,मैंने,83,WORD_PRESSED,
354,1624130299000,,अपने,150,WORD_PRESSED,
353,1624130306000,,मैंने,83,WORD_PRESSED,
352,1624130308000,,पूछा,82,WORD_PRESSED,
351,1624130310000,,क्या,4,WORD_PRESSED,
350,1624130311000,,अपने,150,WORD_PRESSED,
349,1624130312000,,साथ,128,WORD_PRESSED,
348,1624130314000,,के,22,WORD_PRESSED,
347,1624130315000,,अभी,14,WORD_PRESSED,
346,1624130316000,,नहीं,34,WORD_PRESSED,
345,1624130317000,,बेटा,89,WORD_PRESSED,
344,1624130318000,,पहले,161,WORD_PRESSED,
343,1624130319000,,सो,92,WORD_PRESSED,
342,1624130321000,,लेकिन,91,WORD_PRESSED,
341,1624130322000,,मैं,33,WORD_PRESSED,
340,1624130323000,,अभी,14,WORD_PRESSED,
339,1624130324000,,नहीं,34,WORD_PRESSED,
338,1624130329000,,मैंने,83,WORD_PRESSED,
337,1624130636000,,उसके,136,WORD_PRESSED,
336,1624130638000,,था,9,WORD_PRESSED,
335,1624130640000,,धनी,118,WORD_PRESSED,
334,1624130642000,,धनी,118,WORD_PRESSED,
333,1624130646000,,को,67,WORD_PRESSED,
332,1624130648000,,पता,229,WORD_PRESSED,
331,1624130649000,,था,9,WORD_PRESSED,
330,1624130650000,,कि,99,WORD_PRESSED,
329,1624130652000,,और,19,WORD_PRESSED,
328,1624130654000,,धनी,118,WORD_PRESSED,
327,1624130655000,,रहते,27,WORD_PRESSED,
368,1629290147000,,मैंने,83,WORD_PRESSED,
367,1629290149000,,से,1,WORD_PRESSED,
366,1629290150000,,से,1,WORD_PRESSED,
365,1629290151000,,क्या,4,WORD_PRESSED,
364,1629290153000,,मैं,33,WORD_PRESSED,
363,1629290154000,,कुछ,17,WORD_PRESSED,
362,1629290157000,,लूँ,87,WORD_PRESSED,
361,1629290158000,,खा,15,WORD_PRESSED,
391,1629721485000,,आज,195,WORD_PRESSED,
390,1629721491000,,एक,11,WORD_PRESSED,
389,1629721532000,,आज,195,WORD_PRESSED,
388,1629721534000,,एक,11,WORD_PRESSED,
387,1629721535000,,सा,239,WORD_PRESSED,
386,1629721537000,,घर,79,WORD_PRESSED,
385,1629721540000,,घर,79,WORD_PRESSED,
384,1629721543000,,वाली,202,WORD_PRESSED,
383,1629721545000,,है,26,WORD_PRESSED,
382,1629721597000,,ने,2,WORD_PRESSED,
381,1629721599000,,को,67,WORD_PRESSED,
380,1629721600000,,और,19,WORD_PRESSED,
379,1629721603000,,फिर,142,WORD_PRESSED,
378,1629721604000,,से,1,WORD_PRESSED,
377,1629721605000,,एक,11,WORD_PRESSED,
376,1629721607000,,के,22,WORD_PRESSED,
375,1629721608000,,ऊपर,131,WORD_PRESSED,
374,1629721609000,,एक,11,WORD_PRESSED,
373,1629721612000,,एक,11,WORD_PRESSED,
372,1629721614000,,एक,11,WORD_PRESSED,
371,1629721620000,,वो,200,WORD_PRESSED,
370,1629721622000,,गए,172,WORD_PRESSED,
369,1629721624000,,वो,200,WORD_PRESSED,
394,1630074323000,,मिल,303,WORD_PRESSED,
393,1630074326000,,मिल,303,WORD_PRESSED,
392,1630075752000,,रुकना,86,WORD_PRESSED,
405,1642773412000,,आज,195,WORD_PRESSED,
404,1642773416000,,आज,195,WORD_PRESSED,
