id,timestamp,package_name,additional_data,research_experiment,experiment_group,letter_sound_letters,letter_sound_sounds,letter_sound_id
44,1771585802,ai.elimu.herufi,,0,1,[a],[ɑ],1
45,1771585804,ai.elimu.herufi,,0,1,[n],[n],5
46,1771585805,ai.elimu.herufi,,0,1,"[n, g]",[ŋ],23
47,1773610917,ai.elimu.herufi,,0,1,[a],[ɑ],1
48,1773610920,ai.elimu.herufi,,0,1,[n],[n],5
49,1773610923,ai.elimu.herufi,,0,1,"[n, g]",[ŋ],23
50,1776977516,ai.elimu.herufi,,0,1,[a],[ɑ],1
51,1776977870,ai.elimu.herufi,,0,1,[a],[ɑ],1
