id,timestamp,package_name,letter_sound_id,additional_data
148,1746883934000,ai.elimu.herufi,1,
306,1746883934000,ai.elimu.herufi,1,
464,1746883934000,ai.elimu.herufi,1,
622,1746883934000,ai.elimu.herufi,1,
780,1746883934000,ai.elimu.herufi,1,
938,1746883934000,ai.elimu.herufi,1,
1096,1746883934000,ai.elimu.herufi,1,
1254,1746883934000,ai.elimu.herufi,1,
1412,1746883934000,ai.elimu.herufi,1,
1570,1746883934000,ai.elimu.herufi,1,
1728,1746883934000,ai.elimu.herufi,1,
1886,1746883934000,ai.elimu.herufi,1,
2044,1746883934000,ai.elimu.herufi,1,
2202,1746883934000,ai.elimu.herufi,1,
2360,1746883934000,ai.elimu.herufi,1,
2518,1746883934000,ai.elimu.herufi,1,
2676,1746883934000,ai.elimu.herufi,1,
2834,1746883934000,ai.elimu.herufi,1,
2992,1746883934000,ai.elimu.herufi,1,
3150,1746883934000,ai.elimu.herufi,1,
3308,1746883934000,ai.elimu.herufi,1,
3466,1746883934000,ai.elimu.herufi,1,
3624,1746883934000,ai.elimu.herufi,1,
3787,1746883934000,ai.elimu.herufi,1,
3950,1746883934000,ai.elimu.herufi,1,
4113,1746883934000,ai.elimu.herufi,1,
4276,1746883934000,ai.elimu.herufi,1,
4439,1746883934000,ai.elimu.herufi,1,
4602,1746883934000,ai.elimu.herufi,1,
4802,1746883934000,ai.elimu.herufi,1,
4811,1746883934000,ai.elimu.herufi,1,
5011,1746883934000,ai.elimu.herufi,1,
5020,1746883934000,ai.elimu.herufi,1,
5222,1746883934000,ai.elimu.herufi,1,
5231,1746883934000,ai.elimu.herufi,1,
5433,1746883934000,ai.elimu.herufi,1,
5442,1746883934000,ai.elimu.herufi,1,
5644,1746883934000,ai.elimu.herufi,1,
5653,1746883934000,ai.elimu.herufi,1,
5855,1746883934000,ai.elimu.herufi,1,
5864,1746883934000,ai.elimu.herufi,1,
6066,1746883934000,ai.elimu.herufi,1,
6075,1746883934000,ai.elimu.herufi,1,
6277,1746883934000,ai.elimu.herufi,1,
6286,1746883934000,ai.elimu.herufi,1,
6488,1746883934000,ai.elimu.herufi,1,
6497,1746883934000,ai.elimu.herufi,1,
6699,1746883934000,ai.elimu.herufi,1,
