id,timestamp,package_name,storybook_title,storybook_id,learning_event_type,additional_data
118,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
221,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
324,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
427,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
530,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
633,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
736,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
839,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
942,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1045,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1148,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1251,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1354,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1457,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1560,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1663,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1766,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1869,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
1972,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
2075,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
2178,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
2281,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
2387,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
2493,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
2599,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
2728,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
2857,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
2986,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3116,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3122,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3252,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3258,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3389,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3395,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3526,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3532,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3663,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3669,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3800,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3806,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3937,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
3943,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4074,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4080,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4211,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4217,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4348,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4354,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4485,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4491,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4622,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4628,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4759,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4765,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4896,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
4902,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5033,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5039,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5170,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5176,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5307,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5313,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5444,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5450,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5581,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5587,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5718,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5724,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5855,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5861,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
5996,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6002,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6137,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6143,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6278,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6284,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6419,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6425,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6560,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6566,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6701,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6707,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6842,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6848,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6983,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
6989,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7124,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7130,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7265,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7271,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7406,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7412,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7547,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7553,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7688,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7694,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7829,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7835,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7970,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
7976,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8111,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8117,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8252,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8258,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8393,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8399,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8534,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8540,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8675,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8681,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8854,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
8860,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
9033,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
9039,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
9212,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
9218,1746883947000,ai.elimu.vitabu,,76,STORYBOOK_OPENED,
