id,timestamp,package_name,word_text,word_id,learning_event_type,additional_data
4069,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
4173,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
4277,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
4381,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
4485,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
4589,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
4693,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
4797,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
4901,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5005,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5109,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5213,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5317,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5421,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5525,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5629,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5733,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5837,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
5941,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6045,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6149,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6253,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6357,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6461,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6565,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6669,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6773,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6877,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
6981,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
7085,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
7189,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
7293,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
7397,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
7501,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
7605,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
7709,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
7813,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
7917,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
8021,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
8125,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
8229,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
8333,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
8437,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
8541,1746883960000,ai.elimu.vitabu,and,,WORD_PRESSED,
